Time (ms),x1,x2
0,0,0.86603
5,3.9288e-15,0.86603
10,7.8575e-15,0.86603
15,-1.019e-13,0.86603
20,1.5715e-14,0.86603
25,-3.2142e-13,0.86603
30,-2.038e-13,0.86603
35,-5.4093e-13,0.86603
40,3.143e-14,0.86603
45,-3.057e-13,0.86603
50,-6.4283e-13,0.86603
55,-7.047e-14,0.86603
60,-4.076e-13,0.86603
65,-7.4473e-13,0.86603
70,-1.0819e-12,0.86603
75,-5.095e-13,0.86603
80,6.286e-14,0.86603
85,-1.1838e-12,0.86603
90,-6.114e-13,0.86603
95,-3.904e-14,0.86603
100,-1.2857e-12,0.86603
105,-7.133e-13,0.86603
110,-1.4094e-13,0.86603
115,-1.3876e-12,0.86603
120,-8.152e-13,0.86603
125,-2.4284e-13,0.86603
130,-1.4895e-12,0.86603
135,9.0188e-13,0.86603
140,-2.1637e-12,0.86603
145,-1.5914e-12,0.86603
150,-1.019e-12,0.86603
155,-4.4664e-13,0.86603
160,1.2572e-13,0.86603
165,6.9808e-13,0.86603
170,-2.3675e-12,0.86603
175,-1.7952e-12,0.86603
180,-1.2228e-12,0.86603
185,-6.5044e-13,0.86603
190,-7.808e-14,0.86603
195,4.9428e-13,0.86603
200,-2.5713e-12,0.86603
205,-1.999e-12,0.86603
210,-1.4266e-12,0.86603
215,-8.5424e-13,0.86603
220,-2.8188e-13,0.86603
225,2.9048e-13,0.86603
230,-2.7751e-12,0.86603
235,-2.2028e-12,0.86603
240,-1.6304e-12,0.86603
245,-1.058e-12,0.86603
250,-4.8568e-13,0.86603
255,8.6681e-14,0.86603
260,-2.9789e-12,0.86603
265,1.2314e-12,0.86603
270,1.8038e-12,0.86603
275,-4.8998e-12,0.86603
280,-4.3275e-12,0.86603
285,-3.7551e-12,0.86603
290,-3.1827e-12,0.86603
295,-2.6104e-12,0.86603
300,-2.038e-12,0.86603
305,-1.4656e-12,0.86603
310,-8.9328e-13,0.86603
315,-3.2092e-13,0.86603
320,2.5144e-13,0.86603
325,8.238e-13,0.86603
330,1.3962e-12,0.86603
335,1.9685e-12,0.86603
340,-4.7351e-12,0.86603
345,-4.1627e-12,0.86603
350,-3.5903e-12,0.86603
355,-3.018e-12,0.86603
360,-2.4456e-12,0.86603
365,-1.8732e-12,0.86603
370,-1.3009e-12,0.86603
375,-7.2852e-13,0.86603
380,-1.5616e-13,0.86603
385,4.162e-13,0.86603
390,9.8857e-13,0.86603
395,1.5609e-12,0.86603
400,-5.1427e-12,0.86603
405,-4.5703e-12,0.86603
410,-3.9979e-12,0.86603
415,-3.4256e-12,0.86603
420,-2.8532e-12,0.86603
425,-2.2809e-12,0.86603
430,-1.7085e-12,0.86603
435,-1.1361e-12,0.86603
440,-5.6376e-13,0.86603
445,8.6003e-15,0.86603
450,5.8096e-13,0.86603
455,1.1533e-12,0.86603
460,-5.5503e-12,0.86603
465,-4.9779e-12,0.86603
470,-4.4055e-12,0.86603
475,-3.8332e-12,0.86603
480,-3.2608e-12,0.86603
485,-2.6885e-12,0.86603
490,-2.1161e-12,0.86603
495,-1.5437e-12,0.86603
500,-9.7136e-13,0.86603
